chapter,q_type,text,options,answer
第十一章习题-副本,判断题,1 保障和改善民生的重要原则是只要尽力而为，不要量力而行。( ),,错
第十一章习题-副本,判断题,"2 解决人民群众最关心最直接最现实的利益问题,是保障和改善民生的重中之重。( )",,对
第十一章习题-副本,判断题,3 推进社会治理现代化的目标是建设人人有责、人人尽责、人人享有的社会治理共同体。( ),,对
第十一章习题-副本,判断题,4 人民健康是社会文明进步的基础，是民族昌盛和国家富强的重要标志，是促进人的全面发展的必然要求。( ),,对
第十一章习题-副本,判断题,5 发展是解决民生问题的“总钥匙”，民生是发展的“指南针”。要在发展过程中始终注重民生、保障民生、改善民生。( ),,对
第十一章习题-副本,判断题,6 社会建设主要包括两个方面重点:一是提高保障和改善民生水平、二是加强和创新社会治理。( ),,对
期中随堂,单选题,1 建设中国特色社会主义文化，必须牢牢掌握( ).,A、 意识形态工作领导权||B、 中国特色社会主义科学体系的构建||C、 马克思主义的科学理论||D、 网络空间的治理和引导,A
期中随堂,单选题,2 全面依法治国的总抓手是( )。,A、 坚持中国共产党的领导||B、 建设中国特色社会主义法治体系||C、 建设中国特色社会主义法治体系，建设社会主义法治国家||D、 建设社会主义法治国家,B
期中随堂,单选题,3 ( )是一个民族赖以维系的精神纽带，是一个国家共同的思想道德基础。,A、 社会主义核心价值观||B、 核心价值观||C、 理想信念||D、 社会主义核心价值体系,B
期中随堂,单选题,4 基层治理是国家治理的基石，统筹推进乡镇(街道)和城乡社区治理，是实现( )的基础工程。,A、 国家治理体系和治理能力现代化||B、 中华民族伟大复兴||C、 中国特色社蝕义法详共教课学习交流||D、 完善适社会治理方式和治理能力,A
期中随堂,单选题,5 ( )是中国特色社会主义法治体系的根本制度基础，是全面推进依法治国的根本制度保障。,A、 中国特色社会主义制度||B、 马克思主义指导||C、 以德治国||D、 党的领导,A
期中随堂,单选题,6 ( )是我们坚持立党为公、执政为民的本质要求。,A、 建立强大的国防||B、 增进民生福祉||C、 思想政治教育||D、 全面依法治国,B
期中随堂,单选题,7 全面依法治国的总抓手是( )。,A、 建设中国特色社会主义法治体系，建设社会主义法治国家||B、 建设中国特色社会主义法治体系||C、 建设社会主义法治国家||D、 ，坚持中国共产党的领导,B
期中随堂,单选题,8 全面依法治国的唯一正确道路是( )。,A、 中国特色社会主义法治道路||B、 中国特色社会主义法制道路||C、 中国特色社会主义道路||D、 中国特色社会主义政治发展道路,A
期中随堂,单选题,9 一个国家、一个民族的强盛，总是以文化兴盛为支撑的，中华民族伟大复兴需要以( )发展繁荣为条件。,A、 社会主义文化||B、 社会主义制度||C、 社会主义经济||D、 中华文化,D
期中随堂,单选题,10 ( )是我们一切工作的出发点和落脚点。,A、 促进高质量发展||B、 构建新发展格局||C、 问题导向||D、 让老百姓过上好日子,D
期中随堂,单选题,11 下列观点和认识中，错误的是 ( )。,A、 当今时代，文化在综合国力竞争中的地位日益重要，谁占据了文化发展的制高点，谁就能够更好地在激烈的国际竞争中掌握主动权||B、 文化强国既表现为具有高度文化素养的国民，也表现为发达的文化产业，还表现为强大的文化软实力||C、 文化是一种跨越国界、跨越民族、跨越时空的普适性精神力量，因此，要积极融入世界文化，完全没有必要坚守中华文化立场、走中国特色社会主义文化发展道路||D、 文化自信是一个国家、一个民族发展中更基本、更深沉、更持久的力量。坚定文化自信，事关文化安全，事关民族精神的独立性,C
期中随堂,单选题,12 ( )是最大的民生工程、民心工程、根基工程，是社会稳定的重要保障。,A、 生活水平||B、 生产||C、 共同富裕||D、 就业,D
期中随堂,单选题,13 ( )是“国之大者”。,A、 人才辈出||B、 实现社会主义现代化||C、 让人民生活幸福||D、 建立强大的军队,C
期中随堂,单选题,14 建设社会主义文化强国、推动社会主义文化繁荣兴盛，关键在于()。,A、 贯彻新发展理念||B、 高质量发展||C、 提高综合国力||D、 坚定中国特色社会主义文化自信,D
期中随堂,单选题,15 ( )是政府联系群众的最终一公里。,A、 乡村人民政府||B、 城乡社区||C、 居委会||D、 基层党支部,B
期中随堂,单选题,16 ( )是更基础、更广泛、更深厚的自信，是一个国家、一个民族发展中最基本、最深沉、最持久的力量。,A、 文化软实力||B、 中国特色社会主义文化||C、 文化自信||D、 文化自觉,C
期中随堂,单选题,17 1997年，( )确立依法治国为治理国家的基本方略，把建设社会主义法治国家，确定为社会主义现代化建设的重要目标。,A、 党的十五大||B、 党的十四大||C、 ，党的十六大||D、 党的十三届四中全会,A
期中随堂,单选题,18 ( )是中国特色社会主义的本质要求和重要保障。,A、 全面深化改革||B、 全面从严治党||C、 全面依法治国||D、 全面建设社会主义现代化国家,C
期中随堂,单选题,19 ( )是社会主义法治最根本的保证。,A、 严密的法治监督体系||B、 全面深化改革||C、 党的领导||D、 中国特色社会主义制度,C
期中随堂,单选题,20 坚持以人民为中心的发展思想，在高质量发展中促进共同富裕，正确处理()的关系，构建初次分配、再分配、三次分配协调配套的基础性制度安排。,A、 政府和市场||B、 效率和公平||C、 收入和分配||D、 经济和社会,B
第十二章习题-副本,单选题,1 ( )是工业文明发展到一定阶段的产物。,A、 生态文明||B、 中华文明||C、 农业文明||D、 文明交流,A
第十二章习题-副本,单选题,2 ( )提出:“要像保护眼睛一样保护生态环境，像对待生命一样对待生态环境，”,A、 邓小平||B、 胡锦涛||C、 江泽民||D、 习近平,D
第十二章习题-副本,单选题,3 要树立尊重自然、顺应自然、保护自然的生态文明理念，增强( )的意识。,A、 绿水青山胜过金山银山||B、 绿水青山就是金山银山||C、 金山银山就是绿水青山||D、 金山银山不如绿水青山,B
第十二章习题-副本,单选题,4 习近平“两山论”的突出贡献是( )。,A、 马克思主义文明观的新成果||B、 马克思主义生产力观的新成果||C、 马克思主义世界观的新成果||D、 马克思主义唯物史观的新成果,B
第十二章习题-副本,单选题,5 加快构建生态文明体系，确保到( )美丽中国目标基本实现。,A、 2025年||B、 2030年||C、 2020年||D、 2035年,D
第十二章习题-副本,单选题,6 “天地与我并生，而万物与我为一”的“天人合一”思想，代表着我们祖先对处理( )的关系的重要认识。,A、 人与自然||B、 天与地||C、 人与人||D、 人与社会,A
第十二章习题-副本,单选题,7 习近平指出:“( )是最公平的公共产品，是最普惠的民生福祉。”,A、 良好的生态环境||B、 按劳分配||C、 法律面前人人平等||D、 一带一路,A
第十二章习题-副本,单选题,8 处理好绿水青山和金山银山的关系，关键在人，关键在( )。,A、 高质量发展||B、 效益||C、 钱||D、 思路,D
第十二章习题-副本,单选题,9 人因自然而生，人与自然是一种( )。,A、 利用关系||B、 共生关系||C、 生存关系||D、 敌对关系,B
第十二章习题-副本,单选题,10 ( )是全面建设社会主义现代化国家的重要目标，也是满足人民日益增长的优美生态环境需要的必然要求。,A、 依法治国||B、 建设文化强国||C、 建设美丽中国||D、 共同富裕,C
第十二章习题-副本,多选题,1 共建清洁美丽世界，必须( )。,A、 坚持科学治理||B、 坚持多边主义||C、 坚持共同但有区别的责任原则||D、 坚持以人为本,ABCD
第十二章习题-副本,多选题,2 实现( )是我国向世界作出的庄严承诺，也是一场广泛而深刻的经济社会变革，绝不是轻轻松松就能实现的。,A、 构建人与自然的生命共同体||B、 碳中和||C、 建设美丽世界||D、 碳达峰,BD
第十二章习题-副本,多选题,"3 保护生态环境必须依靠制度、依靠法治,要做到( )。",A、 构建产权清晰、多元参与、激励约束并重、系统完整的生态文明制度体系||B、 严明生态环境保护责任制度||C、 全面建立资源高效利用制度||D、 实行最严格的生态环境保护制度||E、 严格执行制度,ABCDE
第十二章习题-副本,多选题,4 生态文明建设是( )。,A、 “五位一体”总体布局之一||B、 关系民生福祉的重大社会问题||C、 关系党的使命宗旨的重大政治问题||D、 重大的经济问题,ABCD
